Date,Open,High,Low,Close,Adj Close,Volume
3/17/2018,9.19896,9.50244,8.66498,8.98774,8.98774,94679904
3/18/2018,8.95742,8.96295,7.85848,8.95185,8.95185,94840304
3/19/2018,9.09,9.26137,8.49606,8.99274,8.99274,97938896
3/20/2018,8.98718,9.24135,8.65527,9.16093,9.16093,96919504
3/21/2018,9.16654,10.2933,9.08083,9.982,9.982,131761000
3/22/2018,10.0285,10.9059,9.57252,10.0663,10.0663,112305000
3/23/2018,10.0498,11.9768,9.53545,11.7376,11.7376,157246000
3/24/2018,11.7061,14.8387,11.6027,13.0891,13.0891,255358000
3/25/2018,13.1352,14.2326,12.5686,12.7831,12.7831,189518000
3/26/2018,12.9135,12.9135,10.9571,12.0614,12.0614,132353000
3/27/2018,12.1189,12.2337,10.8771,11.5083,11.5083,102579000
3/28/2018,11.5192,12.246,11.3898,11.6404,11.6404,92931200
3/29/2018,11.6961,11.7291,10.1727,10.1961,10.1961,81352096
3/30/2018,10.1692,10.7481,9.74429,10.3504,10.3504,75551600
3/31/2018,10.3929,11.39,10.2868,11.0559,11.0559,89256304
4/1/2018,11.1519,11.2971,10.3783,11.0662,11.0662,87918096
4/2/2018,11.0651,12.6488,11.0152,12.6207,12.6207,116071000
4/3/2018,12.6446,13.9532,12.3336,13.3607,13.3607,141287008
4/4/2018,13.2926,13.4408,12.0019,12.1904,12.1904,119600000
4/5/2018,12.1985,12.6235,12.136,12.4536,12.4536,103864000
4/6/2018,12.4927,12.6431,12.0389,12.2584,12.2584,81989696
4/7/2018,12.2668,12.6306,12.2668,12.4557,12.4557,87924896
4/8/2018,12.5125,12.5125,12.1159,12.1176,12.1176,79045000
4/9/2018,12.1208,12.5545,11.6104,11.8683,11.8683,80643696
4/10/2018,11.9055,12.4015,11.8491,12.0362,12.0362,87608200
4/11/2018,12.0416,12.2309,11.7789,12.2309,12.2309,92759696
4/12/2018,12.4234,12.9525,11.9088,12.9525,12.9525,133239000
4/13/2018,13.1525,13.7621,12.7534,13.5368,13.5368,148215008
4/14/2018,13.4547,13.8401,12.99,13.2444,13.2444,94980800
4/15/2018,13.2978,13.5801,12.9225,13.0588,13.0588,115373000
4/16/2018,13.0473,13.0557,12.0845,12.21,12.21,75965504
4/17/2018,12.2264,12.4589,11.6739,11.7694,11.7694,77537400
4/18/2018,11.7939,12.3947,11.5253,12.2757,12.2757,90015104
4/19/2018,12.2629,12.4339,12.0404,12.3526,12.3526,78661696
4/20/2018,12.353,12.718,11.9293,12.5752,12.5752,86036096
4/21/2018,12.5694,13.6732,12.4373,13.3784,13.3784,141582000
4/22/2018,13.3543,13.3543,12.862,12.8759,12.8759,84873000
4/23/2018,12.8777,13.8252,12.8455,13.6253,13.6253,132041000
4/24/2018,13.6482,15.6246,13.6482,15.266,15.266,165599008
4/25/2018,15.212,15.9259,13.0464,13.2909,13.2909,144820992
4/26/2018,13.3472,14.7088,13.2471,14.6536,14.6536,127788000
4/27/2018,14.6469,14.7717,14.1838,14.3291,14.3291,101995000
4/28/2018,14.2831,15.3286,14.2255,15.2001,15.2001,122360000
4/29/2018,15.1642,15.3975,14.5557,15.0562,15.0562,105495000
4/30/2018,15.0627,15.1567,14.1093,14.3121,14.3121,83765800
5/1/2018,14.3146,14.3146,13.6148,14.1643,14.1643,75433904
5/2/2018,14.1702,14.4092,13.9404,14.4092,14.4092,80730304
5/3/2018,14.4416,14.7787,14.2114,14.6526,14.6526,104726000
5/4/2018,14.628,14.6846,14.2445,14.3295,14.3295,79940496
5/5/2018,14.3193,14.5032,14.2119,14.3687,14.3687,71502096
5/6/2018,14.3623,14.7992,13.6763,13.9426,13.9426,74731600
5/7/2018,13.939,13.97,12.9945,13.7025,13.7025,59800200
5/8/2018,13.7046,13.9228,13.1482,13.529,13.529,57865500
5/9/2018,13.5245,14.8129,13.0799,14.6602,14.6602,99046304
5/10/2018,14.675,15.0456,13.8184,13.8184,13.8184,68250000
5/11/2018,13.8805,14.0941,12.5895,12.9939,12.9939,57027500
5/12/2018,12.9727,13.1472,12.2539,12.9439,12.9439,44001000
5/13/2018,13.008,13.554,12.743,13.1187,13.1187,70816496
5/14/2018,13.1583,13.1653,12.3564,12.8707,12.8707,49317700
5/15/2018,12.8539,13.2723,12.5144,12.5678,12.5678,45696200
5/16/2018,12.5581,12.5674,11.9511,12.2605,12.2605,35233200
5/17/2018,12.3156,12.971,12.2736,12.465,12.465,54251500
5/18/2018,12.3614,16.220501,12.0531,15.1354,15.1354,243260992
5/19/2018,15.1346,15.621,13.9932,14.2457,14.2457,138320992
5/20/2018,14.3502,14.3689,13.6853,14.1178,14.1178,95390200
5/21/2018,14.1254,14.7879,13.8167,14.7223,14.7223,97367296
5/22/2018,14.5709,14.8351,13.7492,13.9255,13.9255,86545104
5/23/2018,13.8529,13.9252,12.3343,12.6262,12.6262,68215200
5/24/2018,12.61,13.1909,12.2015,13.0003,13.0003,54410900
5/25/2018,13.0326,13.3706,12.6353,13.008,13.008,49173800
5/26/2018,12.963,13.1964,12.6959,12.7591,12.7591,43258400
5/27/2018,12.7857,12.7923,12.3291,12.6058,12.6058,36691600
5/28/2018,12.5996,12.7528,11.7031,11.8943,11.8943,33398400
5/29/2018,11.9555,12.6752,11.7671,12.5717,12.5717,48807700
5/30/2018,12.6084,12.7969,12.2739,12.5709,12.5709,43146300
5/31/2018,12.5618,14.2194,12.4138,14.1902,14.1902,93931696
6/1/2018,14.2517,14.4114,13.7893,14.2408,14.2408,80342200
6/2/2018,14.3192,14.846,14.0087,14.6797,14.6797,87983000
6/3/2018,14.6819,14.9508,14.3283,14.566,14.566,82182304
6/4/2018,14.6756,14.6756,13.6655,14.2611,14.2611,58219100
6/5/2018,14.2539,15.6748,14.2102,15.5993,15.5993,101474000
6/6/2018,15.599,17.360701,15.3499,17.247499,17.247499,157806000
6/7/2018,17.2665,17.438101,16.1754,16.2631,16.2631,131031000
6/8/2018,16.349501,16.625099,15.8307,16.2738,16.2738,94394600
6/9/2018,16.311899,16.890301,15.9632,15.9632,15.9632,85299904
6/10/2018,15.9286,15.9286,13.5923,14.1842,14.1842,79288200
6/11/2018,14.1355,15.3835,13.7859,15.3835,15.3835,83039696
6/12/2018,15.5247,16.158701,14.9922,15.2262,15.2262,116016000
6/13/2018,15.2969,15.7184,14.0262,14.5891,14.5891,97415904
6/14/2018,14.6403,15.0259,14.14,14.8953,14.8953,80329504
6/15/2018,14.882,15.6469,14.6911,15.0481,15.0481,79159296
6/16/2018,14.9363,15.9814,14.9363,15.8092,15.8092,81354704
6/17/2018,15.779,17.232599,15.7641,16.5788,16.5788,107346000
6/18/2018,16.6217,17.1863,16.221201,16.8797,16.8797,106776000
6/19/2018,16.7801,16.9368,16.208,16.6996,16.6996,80738096
6/20/2018,16.760799,16.863199,15.7411,16.061899,16.061899,65190300
6/21/2018,16.072201,17.268299,15.9165,17.053301,17.053301,122980000
6/22/2018,17.0714,17.2437,15.2608,15.5939,15.5939,113751000
6/23/2018,15.6017,16.0592,15.3647,15.5512,15.5512,70431104
6/24/2018,15.5709,15.5946,13.5444,14.4476,14.4476,96256304
6/25/2018,14.457,15.0659,13.8339,14.9209,14.9209,60358000
6/26/2018,14.9329,14.9852,13.8678,14.12,14.12,37503400
6/27/2018,14.0672,14.3056,13.8941,14.0501,14.0501,44136600
6/28/2018,14.0309,14.7498,13.8608,14.1246,14.1246,67290496
6/29/2018,14.1743,14.6469,13.7797,14.5086,14.5086,52784600
6/30/2018,14.5491,15.1824,14.2915,14.6573,14.6573,59676900
7/1/2018,14.6762,14.6869,14.1442,14.4041,14.4041,38434400
7/2/2018,14.3977,14.823,14.057,14.5706,14.5706,55614000
7/3/2018,14.5634,14.7847,14.0759,14.1715,14.1715,60657300
7/4/2018,14.2262,14.3288,13.908,14.0055,14.0055,37043700
7/5/2018,14.0396,14.1391,13.652,13.8505,13.8505,41185300
7/6/2018,13.9761,13.9864,13.2766,13.5296,13.5296,33466000
7/7/2018,13.5409,14.4048,13.4259,14.4048,14.4048,79974896
7/8/2018,14.3979,14.4223,13.9345,13.9919,13.9919,60275400
7/9/2018,14.0384,14.0883,13.6341,13.6645,13.6645,36874000
7/10/2018,13.6144,13.6607,12.6719,12.7613,12.7613,36507100
7/11/2018,12.8249,12.8866,12.2516,12.7049,12.7049,38867700
7/12/2018,12.6919,12.7735,11.9016,12.0706,12.0706,26008100
7/13/2018,12.0935,12.4332,12.0434,12.1801,12.1801,29709900
7/14/2018,12.193,12.2735,11.9691,12.0965,12.0965,21534200
7/15/2018,12.0883,12.3967,12.0185,12.2891,12.2891,26346900
7/16/2018,12.3099,13.3857,12.2029,13.2373,13.2373,47198600
7/17/2018,13.3579,13.8934,12.8698,13.7128,13.7128,74443200
7/18/2018,13.7399,13.8572,12.7239,12.8648,12.8648,75446304
7/19/2018,12.8251,13.3511,12.7696,12.918,12.918,49364800
7/20/2018,12.9185,12.971,11.8856,12.0709,12.0709,40466000
7/21/2018,12.0747,12.4556,11.9021,12.1853,12.1853,28726700
7/22/2018,12.1888,12.274,11.9627,12.1199,12.1199,20692400
7/23/2018,12.1368,12.3381,11.9129,12.0199,12.0199,28137700
7/24/2018,12.0222,12.2462,11.6484,12.1451,12.1451,46762700
7/25/2018,12.087,13.4667,12.0793,12.9394,12.9394,72083200
7/26/2018,12.9215,13.5521,12.9115,13.3973,13.3973,61881400
7/27/2018,13.3925,14.0335,13.0581,13.9227,13.9227,66040700
7/28/2018,14.0256,14.8694,13.7223,14.6017,14.6017,75159904
7/29/2018,14.5981,14.6984,13.66,14.0212,14.0212,56547100
7/30/2018,13.9477,13.9477,13.0665,13.2169,13.2169,35991600
7/31/2018,13.2111,14.0643,13.0368,13.7754,13.7754,66537000
8/1/2018,13.7696,14.062,13.2341,13.5739,13.5739,53833700
8/2/2018,13.6308,14.184,13.4064,14.1769,14.1769,50481200
8/3/2018,14.088,14.2059,13.6405,14.1346,14.1346,70449300
8/4/2018,14.1127,14.4551,13.5691,13.8424,13.8424,60865200
8/5/2018,13.8587,13.8978,13.2875,13.6232,13.6232,43000300
8/6/2018,13.6876,13.9757,13.4964,13.6991,13.6991,46799600
8/7/2018,13.6585,13.9088,13.1286,13.1461,13.1461,45119500
8/8/2018,13.1289,13.1392,11.9807,12.1437,12.1437,44898500
8/9/2018,12.1616,12.8719,12.1001,12.858,12.858,41389000
8/10/2018,12.7681,12.8211,11.8073,12.1308,12.1308,37026400
8/11/2018,12.1106,12.1588,11.3686,11.7366,11.7366,29253100
8/12/2018,11.6876,11.8647,11.5047,11.7418,11.7418,23290300
8/13/2018,11.7712,11.9467,10.1841,10.2282,10.2282,34827100
8/14/2018,10.3045,10.3045,8.66266,9.42011,9.42011,39515200
8/15/2018,9.40796,10.5918,9.40321,9.46301,9.46301,42994900
8/16/2018,9.53052,9.98495,9.39382,9.80233,9.80233,24709700
8/17/2018,9.7823,10.8678,9.72495,10.8678,10.8678,37502400
8/18/2018,10.7849,10.9651,9.54027,9.90758,9.90758,27803700
8/19/2018,9.92142,10.3006,9.75401,10.1562,10.1562,21218500
8/20/2018,10.1417,10.2038,9.64362,9.70093,9.70093,17617700
8/21/2018,9.68034,9.84815,9.42483,9.71463,9.71463,13228100
8/22/2018,9.73594,10.1964,9.25728,9.53973,9.53973,23929500
8/23/2018,9.49895,9.71504,9.40262,9.71504,9.71504,17327500
8/24/2018,9.76352,10.2347,9.56229,10.2347,10.2347,22814900
8/25/2018,10.1933,10.2488,9.98287,10.1358,10.1358,19561400
8/26/2018,10.1142,10.2742,9.80865,10.1856,10.1856,22551200
8/27/2018,10.219,11.3356,10.1278,11.2128,11.2128,44953500
8/28/2018,11.1607,11.4996,10.8415,11.4861,11.4861,43860800
8/29/2018,11.471,11.471,10.9075,11.1735,11.1735,33530600
8/30/2018,11.1692,11.1867,10.3848,10.7626,10.7626,23247800
8/31/2018,10.7602,11.0225,10.5958,11.0138,11.0138,22638200
9/1/2018,11.0266,11.5423,11.0266,11.3794,11.3794,29776300
9/2/2018,11.4334,11.4638,11.1361,11.2994,11.2994,21757400
9/3/2018,11.3459,11.4092,11.1103,11.2611,11.2611,18644300
9/4/2018,11.3104,11.4232,11.2624,11.3592,11.3592,18878700
9/5/2018,11.4098,11.5365,10.0866,10.0866,10.0866,29308300
9/6/2018,10.0535,10.3016,9.62191,10.2842,10.2842,23466000
9/7/2018,10.2648,10.2697,9.86944,10.0373,10.0373,16640400
9/8/2018,10.0328,10.1943,9.4137,9.52008,9.52008,15053100
9/9/2018,9.54872,9.72737,9.27243,9.51263,9.51263,13947300
9/10/2018,9.57601,9.70806,9.37306,9.52487,9.52487,12427900
9/11/2018,9.52199,9.60542,9.22733,9.37396,9.37396,18572100
9/12/2018,9.38555,9.48019,9.03731,9.21443,9.21443,21323500
9/13/2018,9.22455,9.69404,9.21765,9.60406,9.60406,24817100
9/14/2018,9.63682,10.086,9.54633,9.93005,9.93005,26124800
9/15/2018,9.90464,10.196,9.90464,10.1103,10.1103,27281100
9/16/2018,10.1164,10.1274,9.77638,9.93602,9.93602,20623100
9/17/2018,9.94973,10.0118,9.31664,9.40526,9.40526,22370800
9/18/2018,9.39057,9.63503,9.27657,9.54406,9.54406,23016100
9/19/2018,9.55671,9.77605,9.31497,9.61909,9.61909,22684800
9/20/2018,9.6337,10.0976,9.60249,10.0745,10.0745,27983700
9/21/2018,10.0604,10.4354,9.96279,10.4108,10.4108,35228200
9/22/2018,10.4196,10.5281,9.96642,10.245,10.245,21731800
9/23/2018,10.2729,10.3656,10.1575,10.2806,10.2806,22673000
9/24/2018,10.2914,10.3174,9.93912,10.0359,10.0359,19223700
9/25/2018,10.0342,10.0342,9.50621,9.78316,9.78316,19256100
9/26/2018,9.78101,9.9033,9.58877,9.73663,9.73663,18370400
9/27/2018,9.73624,10.0769,9.67226,10.0312,10.0312,26966900
9/28/2018,10.0429,10.2272,9.89132,9.96934,9.96934,25097900
9/29/2018,9.95669,10.0324,9.75708,9.99914,9.99914,26072400
9/30/2018,10.0034,10.0356,9.85336,10.0178,10.0178,26954000
10/1/2018,10.0097,10.05,9.88155,9.94366,9.94366,25138500
10/2/2018,9.93614,10.6069,9.88016,10.3568,10.3568,41386000
10/3/2018,10.3286,10.444,10.0644,10.2712,10.2712,38371900
10/4/2018,10.2866,10.3936,10.2214,10.2556,10.2556,32534900
10/5/2018,10.2513,10.7151,10.2399,10.6362,10.6362,40756200
10/6/2018,10.6451,10.7457,10.2988,10.3721,10.3721,30941000
10/7/2018,10.3992,10.5317,10.2966,10.519,10.519,32205000
10/8/2018,10.5321,10.6321,10.4589,10.5066,10.5066,31932700
10/9/2018,10.5359,10.5735,10.227,10.3849,10.3849,27881100
10/10/2018,10.359,10.4012,10.2059,10.328,10.328,26141100
10/11/2018,10.3097,10.3097,9.25362,9.30132,9.30132,26084400
10/12/2018,9.28074,9.66181,9.23651,9.52894,9.52894,26099400
10/13/2018,9.49206,9.62708,9.47779,9.54036,9.54036,24253100
10/14/2018,9.54636,9.6416,9.4658,9.49674,9.49674,22974000
10/15/2018,9.48123,10.4415,9.41809,10.3161,10.3161,52331400
10/16/2018,10.3213,10.3267,9.91639,10.0109,10.0109,30719200
10/17/2018,10.0256,10.0281,9.81882,9.90447,9.90447,35325400
10/18/2018,9.92504,9.95905,9.63745,9.71658,9.71658,29790800
10/19/2018,9.71767,9.79014,9.63144,9.76675,9.76675,24658400
10/20/2018,9.75728,9.78968,9.68127,9.75463,9.75463,23972200
10/21/2018,9.75773,9.86743,9.68441,9.7433,9.7433,25790200
10/22/2018,9.72141,9.84327,9.65099,9.72685,9.72685,27599800
10/23/2018,9.70276,9.86236,9.67603,9.80308,9.80308,30852200
10/24/2018,9.78231,9.82127,9.71224,9.74532,9.74532,26652600
10/25/2018,9.73369,9.75216,9.64398,9.69228,9.69228,25207400
10/26/2018,9.67556,9.73187,9.62116,9.70268,9.70268,24495800
10/27/2018,9.70157,9.73324,9.63451,9.65445,9.65445,22943000
10/28/2018,9.67439,9.71415,9.59449,9.66679,9.66679,24760500
10/29/2018,9.63989,9.68144,9.34434,9.40262,9.40262,24583200
10/30/2018,9.40462,9.46888,9.35219,9.38704,9.38704,24305700
10/31/2018,9.40072,9.41892,9.30769,9.36496,9.36496,21398200
11/1/2018,9.37131,9.62546,9.3402,9.54922,9.54922,19690100
11/2/2018,9.53071,9.6064,9.47672,9.57308,9.57308,21304800
11/3/2018,9.58524,9.62814,9.49037,9.53021,9.53021,19663500
11/4/2018,9.53192,9.73599,9.49254,9.62754,9.62754,24079700
11/5/2018,9.58928,9.76667,9.57942,9.67251,9.67251,21103300
11/6/2018,9.70867,9.78179,9.61637,9.78081,9.78081,24810200
11/7/2018,9.80222,9.88388,9.77301,9.81693,9.81693,23433700
11/8/2018,9.81223,9.83448,9.61666,9.65095,9.65095,21877100
11/9/2018,9.6413,9.66688,9.48849,9.5542,9.5542,18859800
11/10/2018,9.5469,9.6368,9.51286,9.55752,9.55752,18550600
11/11/2018,9.5664,9.57967,9.35249,9.466,9.466,18889600
11/12/2018,9.48597,9.51817,9.27437,9.36122,9.36122,19452700
11/13/2018,9.37084,9.46836,9.18525,9.24841,9.24841,17068400
11/14/2018,9.21917,9.22747,8.14016,8.40701,8.40701,19518100
11/15/2018,8.41463,8.46082,7.74579,8.18486,8.18486,19131700
11/16/2018,8.18308,8.21442,7.79863,7.88448,7.88448,18869500
11/17/2018,7.89744,7.9028,7.60671,7.7182,7.7182,16973900
11/18/2018,7.7385,8.02665,7.72815,7.99976,7.99976,13784000
11/19/2018,7.99946,8.00608,6.60456,6.63209,6.63209,21567100
11/20/2018,6.61242,6.76336,5.5529,5.76021,5.76021,25989200
11/21/2018,5.79833,6.20448,5.56505,6.19905,6.19905,14208800
11/22/2018,6.20713,6.23494,5.75555,5.75555,5.75555,9885300
11/23/2018,5.73573,5.77229,5.41849,5.55743,5.55743,9943370
11/24/2018,5.55686,5.66568,4.71918,5.11528,5.11528,11938900
11/25/2018,5.08501,5.28149,4.44223,5.18058,5.18058,12236300
11/26/2018,5.1793,5.25581,4.67141,4.92645,4.92645,10132300
11/27/2018,4.9059,4.94555,4.68032,4.91305,4.91305,9050190
11/28/2018,4.89919,5.47407,4.89919,5.33696,5.33696,15392800
11/29/2018,5.353574,5.600017,5.145492,5.346633,5.346633,13027940
11/30/2018,5.368157,5.43155,4.95072,5.078572,5.078572,10699024
12/1/2018,5.086695,5.420366,5.010767,5.288723,5.288723,12291155
12/2/2018,5.273153,5.425089,5.196664,5.250417,5.250417,11848313
12/3/2018,5.253589,5.280643,5.003136,5.109251,5.109251,12193045
